,TWI,Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Exchange rates (quoted per NZ$),Historical TWI
,17 currency basket,United States dollar,UK pound sterling,Australian dollar,Japanese yen,German deutsche mark,Canadian dollar,South Korean won,Chinese renminbi,Malaysian ringgit,Hong Kong dollar,Indonesian rupiah,Thai baht,Singapore dollar,New Taiwan dollar,Indian rupee,Philippine peso,Vietnamese dong,Base June 1979=100
Notes,,,,,,,,,,,,,,,,,,,
Unit,Index,NZD/USD,NZD/GBP,NZD/AUD,NZD/JPY,NZD/DEM,NZD/CAD,NZD/KRW,NZD/CNY,NZD/MYR,NZD/HKD,NZD/IDR,NZD/THB,NZD/SGD,NZD/TWD,NZD/INR,NZD/PHP,NZD/VND,Index
Series Id,EXRT.DS41.NZB17,EXR.DS11.D06,EXR.DS11.D04,EXR.DS11.D01,EXR.DS11.D05,EXR.DS11.D25,EXR.DS11.D02,EXR.DS11.D12,EXR.DS11.D11,EXR.DS11.D14,EXR.DS11.D08,EXR.DS11.D13,EXR.DS11.D15,EXR.DS11.D09,EXR.DS11.D16,EXR.DS11.D31,EXR.DS11.D32,EXR.DS11.D33,EXRT.DS41.N
21 Aug 1984,59.76,0.5007,0.3797,0.5861,120.77,1.4393,0.6514,404.87,1.1935,1.1674,3.9290,519.36,11.5261,1.0740,19.5674,5.7931,9.0136,0.64,
22 Aug 1984,59.71,0.4989,0.3803,0.5869,120.79,1.4423,0.6495,403.91,1.2018,1.1634,3.9139,517.49,11.4847,1.0703,19.4970,5.7773,8.9812,0.64,
23 Aug 1984,59.73,0.5008,0.3805,0.5852,120.65,1.4373,0.6506,405.10,1.2033,1.1661,3.9288,519.46,11.5284,1.0735,19.5713,5.7842,9.0154,0.64,
24 Aug 1984,59.73,0.5007,0.3813,0.5846,120.62,1.4375,0.6496,404.72,1.2031,1.1656,3.9245,519.36,11.5261,1.0738,19.5674,5.7831,9.0136,0.64,
27 Aug 1984,59.74,0.5003,0.3828,0.5849,120.33,1.4344,0.6504,404.29,1.2021,1.1647,3.9226,518.95,11.5169,1.0729,19.5517,5.7785,9.0064,0.64,
28 Aug 1984,59.68,0.4981,0.3810,0.5882,120.42,1.4380,0.6501,403.01,1.2052,1.1596,3.9066,516.66,11.4663,1.0702,19.4657,5.7680,8.9668,0.64,
29 Aug 1984,59.75,0.4996,0.3811,0.5870,120.56,1.4374,0.6498,404.28,1.2088,1.1646,3.9189,518.22,11.5008,1.0746,19.5244,5.7754,8.9938,0.64,
30 Aug 1984,59.74,0.4999,0.3807,0.5864,120.43,1.4402,0.6486,404.02,1.2096,1.1665,3.9207,518.53,11.5077,1.0780,19.5361,5.7888,8.9992,0.64,
31 Aug 1984,59.77,0.4994,0.3811,0.5885,120.43,1.4405,0.6481,403.86,1.2083,1.1653,3.9153,518.01,11.4962,1.0772,19.5166,5.7831,8.9902,0.64,
03 Sep 1984,59.78,0.4986,0.3806,0.5884,120.57,1.4397,0.6457,403.47,1.2118,1.1650,3.9090,527.10,11.4778,1.0767,19.4853,5.7838,8.9758,0.64,
04 Sep 1984,59.79,0.4971,0.3811,0.5911,120.50,1.4459,0.6433,402.55,1.2136,1.1630,3.8988,525.52,11.4432,1.0747,19.4267,5.8260,8.9488,0.64,
05 Sep 1984,59.71,0.4939,0.3834,0.5903,120.47,1.4489,0.6424,400.45,1.2215,1.1562,3.8771,522.14,11.3696,1.0678,19.3016,5.8132,8.8912,0.63,
06 Sep 1984,59.76,0.4924,0.3835,0.5949,120.50,1.4531,0.6435,399.73,1.2251,1.1525,3.8653,520.55,11.3350,1.0646,19.2430,5.8005,8.8642,0.63,
07 Sep 1984,59.76,0.4929,0.3837,0.5928,120.34,1.4547,0.6456,400.04,1.2263,1.1559,3.8707,521.08,11.3466,1.0652,19.2625,5.8064,8.8732,0.63,
10 Sep 1984,59.69,0.4899,0.3841,0.5940,120.27,1.4648,0.6444,398.07,1.2353,1.1493,3.8560,517.91,11.2775,1.0582,19.1453,5.7759,8.8192,0.63,
11 Sep 1984,59.77,0.4897,0.3847,0.5930,120.62,1.4767,0.6474,398.37,1.2410,1.1508,3.8544,517.70,11.2729,1.0595,19.1375,5.7785,8.8156,0.63,
12 Sep 1984,59.81,0.4922,0.3850,0.5905,120.50,1.4744,0.6467,400.36,1.2399,1.1562,3.8692,520.34,11.3304,1.0644,19.2401,5.7981,8.8606,0.63,
13 Sep 1984,59.86,0.4918,0.3854,0.5906,120.59,1.4793,0.6455,399.88,1.2463,1.1557,3.8646,519.92,11.3212,1.0640,19.2343,5.7983,8.8534,0.63,
14 Sep 1984,59.85,0.4913,0.3861,0.5908,120.52,1.4852,0.6444,399.97,1.2525,1.1543,3.8606,519.39,11.3097,1.0627,19.2197,5.7924,8.8444,0.63,
17 Sep 1984,59.83,0.4899,0.3873,0.5898,120.37,1.4862,0.6426,398.83,1.2552,1.1530,3.8496,517.91,11.2775,1.0626,19.1747,5.7906,8.8192,0.63,
18 Sep 1984,59.80,0.4860,0.3926,0.5895,120.29,1.4969,0.6403,395.80,1.2645,1.1467,3.8214,513.78,11.1877,1.0553,19.0269,5.8320,8.7490,0.62,
19 Sep 1984,59.77,0.4879,0.3925,0.5874,119.39,1.5013,0.6406,397.83,1.2694,1.1510,3.8339,515.79,11.2315,1.0561,19.1110,5.8450,8.7832,0.62,
20 Sep 1984,59.77,0.4869,0.3933,0.5867,119.49,1.5070,0.6395,396.73,1.2712,1.1508,3.8192,514.74,11.1987,1.0556,19.0816,5.8233,8.7652,0.62,
21 Sep 1984,59.67,0.4835,0.3965,0.5862,119.57,1.5158,0.6438,394.44,1.2731,1.1362,3.7926,511.14,11.1205,1.0444,18.9580,5.7827,8.7040,0.62,
24 Sep 1984,59.78,0.4905,0.3916,0.5866,119.69,1.4911,0.6445,400.40,1.2605,1.1532,3.8328,518.54,11.2815,1.0578,19.2521,5.8075,8.8300,0.63,
25 Sep 1984,59.76,0.4888,0.3923,0.5880,119.47,1.4801,0.6422,398.52,1.2411,1.1536,3.8195,516.74,11.2424,1.0585,19.1952,5.8167,8.7994,0.63,
26 Sep 1984,59.71,0.4870,0.3934,0.5878,119.66,1.4946,0.6422,396.56,1.2538,1.1498,3.8049,514.84,11.2010,1.0548,19.1245,5.8245,8.7670,0.62,
27 Sep 1984,59.71,0.4881,0.3924,0.5866,119.69,1.4829,0.6454,397.95,1.2567,1.1534,3.8086,516.00,11.2263,1.0553,19.1579,5.8279,8.7868,0.62,
28 Sep 1984,59.81,0.4895,0.3922,0.5868,119.93,1.4793,0.6420,398.60,1.2603,1.1611,3.8215,517.48,11.2585,1.0598,19.2031,5.8446,8.8120,0.63,
01 Oct 1984,59.76,0.4868,0.3939,0.5868,120.00,1.4935,0.6415,396.86,1.2684,1.1542,3.8034,516.10,11.2061,1.0551,19.0874,5.8173,8.7634,0.62,
02 Oct 1984,59.75,0.4876,0.3934,0.5860,120.07,1.4887,0.6409,397.98,1.2704,1.1590,3.8106,516.95,11.2246,1.0557,19.1042,5.8122,8.7778,0.62,
03 Oct 1984,59.73,0.4890,0.3912,0.5870,119.98,1.4724,0.6422,398.88,1.2626,1.1628,3.8201,518.43,11.2568,1.0589,19.1492,5.8044,8.8607,0.63,
04 Oct 1984,59.73,0.4874,0.3931,0.5863,120.05,1.4812,0.6414,397.33,1.2711,1.1710,3.8105,516.74,11.2199,1.0577,19.0768,5.8001,8.8317,0.62,
05 Oct 1984,59.85,0.4896,0.3911,0.5868,120.25,1.4762,0.6434,399.61,1.2768,1.1946,3.8277,519.07,11.2706,1.0612,19.1532,5.8262,8.9156,0.63,
08 Oct 1984,59.78,0.4873,0.3935,0.5855,120.07,1.4853,0.6426,397.98,1.2723,1.1860,3.8092,516.63,11.2176,1.0563,19.0607,5.8086,8.8737,0.62,
09 Oct 1984,59.83,0.4880,0.3935,0.5852,120.20,1.4860,0.6417,398.79,1.2757,1.1846,3.8176,517.37,11.2338,1.0580,19.0857,5.8462,8.8865,0.62,
10 Oct 1984,59.80,0.4865,0.3960,0.5837,120.27,1.5006,0.6386,397.81,1.2896,1.1785,3.8098,515.78,11.1992,1.0547,19.0294,5.8331,8.9175,0.62,
11 Oct 1984,59.81,0.4860,0.3958,0.5842,120.19,1.5032,0.6397,397.89,1.2882,1.1725,3.8059,515.25,11.1877,1.0539,19.0123,5.8271,8.9084,0.62,
12 Oct 1984,59.84,0.4850,0.3962,0.5838,120.45,1.5108,0.6406,397.55,1.2959,1.1616,3.7932,514.19,11.1647,1.0520,18.9829,5.8152,8.9483,0.62,
15 Oct 1984,59.83,0.4854,0.3958,0.5837,120.14,1.5111,0.6391,397.54,1.2970,1.1710,3.8017,514.62,11.1739,1.0548,19.0180,5.8345,8.9556,0.62,
16 Oct 1984,59.83,0.4825,0.4001,0.5821,120.19,1.5194,0.6403,395.65,1.3098,1.1677,3.7794,511.54,11.1072,1.0468,18.9140,5.8383,9.6259,0.62,
17 Oct 1984,59.78,0.4821,0.4018,0.5811,120.04,1.5150,0.6408,395.61,1.3088,1.1631,3.7715,511.12,11.0979,1.0445,18.9080,5.8382,9.6324,0.62,
18 Oct 1984,59.73,0.4816,0.4037,0.5789,120.01,1.5079,0.6400,394.72,1.3074,1.1631,3.7690,510.59,11.0864,1.0446,18.8980,5.8274,9.6296,0.62,
19 Oct 1984,59.69,0.4822,0.4056,0.5791,119.59,1.4900,0.6392,395.50,1.3012,1.1717,3.7742,511.22,11.1002,1.0454,18.9312,5.8346,9.6440,0.62,
23 Oct 1984,59.69,0.4841,0.4026,0.5797,119.58,1.4857,0.6405,396.57,1.2946,1.1679,3.7886,513.24,11.1440,1.0481,19.0348,5.8382,9.6868,0.62,
24 Oct 1984,59.76,0.4883,0.4007,0.5801,118.90,1.4762,0.6439,399.53,1.2849,1.1731,3.8209,517.69,11.2407,1.0564,19.2146,5.8694,9.7733,0.63,
25 Oct 1984,59.80,0.4903,0.3993,0.5767,119.52,1.4792,0.6439,400.67,1.2811,1.1782,3.8361,519.81,11.2867,1.0600,19.2982,5.8934,9.8109,0.63,
26 Oct 1984,59.82,0.4902,0.3995,0.5766,119.52,1.4765,0.6445,400.20,1.2808,1.1789,3.8334,519.71,11.2844,1.0605,19.2992,5.8922,9.8089,0.63,
29 Oct 1984,59.77,0.4878,0.3985,0.5764,120.00,1.4844,0.6410,398.73,1.2861,1.1744,3.8161,517.16,11.2292,1.0563,19.1949,5.9170,9.7609,0.62,
30 Oct 1984,59.73,0.4852,0.4018,0.5784,119.65,1.4896,0.6424,397.09,1.2971,1.1659,3.7957,514.40,11.1693,1.0497,19.0829,5.8952,9.7040,0.62,
31 Oct 1984,59.76,0.4880,0.4018,0.5758,119.56,1.4826,0.6419,398.89,1.2915,1.1736,3.8171,517.37,11.2338,1.0548,19.1857,5.9146,9.7551,0.62,
01 Nov 1984,59.74,0.4895,0.3988,0.5755,119.93,1.4749,0.6441,399.63,1.2890,1.1750,3.8294,520.40,11.2683,1.0561,19.2374,5.8985,9.7851,0.63,
02 Nov 1984,59.94,0.4919,0.3975,0.5741,120.07,1.4659,0.6505,401.10,1.2759,1.4423,3.8457,522.95,12.3073,1.0583,19.3218,5.9274,9.8355,0.63,
05 Nov 1984,59.89,0.4961,0.3930,0.5765,119.96,1.4566,0.6481,404.02,1.2726,1.1882,3.8795,527.41,13.4046,1.0676,19.4670,5.9383,9.9170,0.64,
06 Nov 1984,59.96,0.4971,0.3914,0.5768,120.30,1.4590,0.6506,404.44,1.2793,1.1904,3.8873,528.48,13.4093,1.0688,19.5161,5.9503,9.9370,0.64,
07 Nov 1984,59.93,0.4963,0.3923,0.5762,120.01,1.4631,0.6530,403.99,1.2814,1.1884,3.8806,527.63,13.3654,1.0661,19.4947,5.9606,9.9186,0.64,
08 Nov 1984,60.05,0.5005,0.3904,0.5768,119.87,1.4545,0.6525,406.91,1.2884,1.1987,3.9134,532.09,13.4722,1.0741,19.6697,6.0110,10.0000,0.65,
09 Nov 1984,59.99,0.4980,0.3918,0.5763,119.77,1.4611,0.6534,405.37,1.2973,1.1922,3.8939,529.43,13.4049,1.0705,19.5814,5.9810,9.9485,0.64,
12 Nov 1984,59.93,0.4965,0.3930,0.5769,119.41,1.4607,0.6541,404.65,1.2980,1.1889,3.8831,527.84,13.3583,1.0656,19.5373,5.9580,9.9186,0.64,
13 Nov 1984,59.95,0.4969,0.3917,0.5771,119.61,1.4634,0.6548,404.87,1.3035,1.1901,3.8868,528.26,13.3567,1.0649,19.5679,5.9628,9.9256,0.64,
14 Nov 1984,60.01,0.4972,0.3915,0.5767,119.78,1.4692,0.6528,404.92,1.3161,1.1923,3.8901,528.58,13.3548,1.0675,19.5897,5.9863,9.9266,0.64,
15 Nov 1984,59.96,0.4960,0.3921,0.5763,119.96,1.4662,0.6522,404.14,1.3129,1.1884,3.8802,527.31,13.3672,1.0642,19.5523,5.9718,9.9002,0.64,
16 Nov 1984,59.99,0.4952,0.3922,0.5772,120.09,1.4683,0.6529,403.98,1.3213,1.1875,3.8739,526.46,13.3456,1.0637,19.5307,5.9622,9.8817,0.64,
19 Nov 1984,59.99,0.4947,0.3939,0.5764,120.06,1.4678,0.6500,403.63,1.3200,1.1878,3.8705,525.93,13.3322,1.0646,19.5357,5.9661,9.8717,0.64,
20 Nov 1984,59.98,0.4935,0.3946,0.5754,120.17,1.4751,0.6493,403.14,1.3325,1.1859,3.8616,524.65,13.3245,1.0625,19.4982,5.9664,9.8478,0.64,
21 Nov 1984,59.98,0.4920,0.3968,0.5747,120.54,1.4770,0.6460,402.41,1.3391,1.1825,3.8504,523.06,13.2840,1.0593,19.4488,5.9778,9.8129,0.63,
22 Nov 1984,60.01,0.4920,0.3990,0.5743,120.30,1.4785,0.6459,402.90,1.3391,1.1836,3.8514,523.06,13.2840,1.0622,19.4537,5.9778,9.8129,0.63,
23 Nov 1984,59.95,0.4920,0.3990,0.5727,119.85,1.4765,0.6457,402.80,1.3391,1.1847,3.8509,523.06,13.2840,1.0652,19.4586,5.9778,9.8105,0.63,
26 Nov 1984,59.91,0.4890,0.4031,0.5713,119.86,1.4837,0.6429,400.83,1.3509,1.1800,3.8269,519.87,13.2030,1.0609,19.3155,5.9414,9.7443,0.63,
27 Nov 1984,59.87,0.4870,0.4048,0.5708,119.76,1.4902,0.6454,399.68,1.3608,1.1742,3.8122,517.74,13.1734,1.0558,19.2268,5.9171,9.7044,0.63,
28 Nov 1984,59.86,0.4872,0.4047,0.5701,119.52,1.4953,0.6455,399.50,1.3614,1.1746,3.8148,517.95,13.1788,1.0570,19.2444,5.9195,9.7050,0.63,
29 Nov 1984,59.87,0.4880,0.4060,0.5680,119.17,1.5003,0.6453,400.65,1.3636,1.1761,3.8206,518.80,13.2004,1.0573,19.2858,5.9292,9.7195,0.63,
30 Nov 1984,59.97,0.4885,0.4062,0.5664,120.00,1.5034,0.6449,401.11,1.3655,1.1785,3.8250,519.33,13.2139,1.0593,19.3104,5.9353,9.7295,0.63,
03 Dec 1984,59.86,0.4857,0.4049,0.5676,119.99,1.5105,0.6424,399.29,1.3572,1.1725,3.8035,519.52,13.1382,1.0547,19.1949,5.9693,9.6703,0.64,
04 Dec 1984,59.87,0.4866,0.4047,0.5680,120.29,1.5049,0.6445,400.52,1.3597,1.1747,3.8106,520.49,13.1625,1.0542,19.2110,5.9803,9.6858,0.64,
05 Dec 1984,59.94,0.4882,0.4031,0.5700,120.10,1.4959,0.6443,401.35,1.3587,1.1775,3.8211,522.20,13.2058,1.0577,19.2644,6.0000,9.7176,0.64,
06 Dec 1984,59.86,0.4865,0.4047,0.5696,120.02,1.5033,0.6427,399.66,1.3540,1.1739,3.8083,520.38,13.1842,1.0545,19.1973,5.9645,9.6818,0.64,
07 Dec 1984,59.88,0.4872,0.4023,0.5719,119.85,1.4908,0.6428,400.28,1.3559,1.1766,3.8138,521.13,13.2031,1.0572,19.2347,5.9731,9.6928,0.64,
10 Dec 1984,59.89,0.4857,0.4041,0.5722,120.07,1.5030,0.6408,399.29,1.3586,1.1722,3.8059,519.52,13.1625,1.0535,19.1949,5.9547,9.6635,0.64,
11 Dec 1984,59.89,0.4852,0.4033,0.5760,119.80,1.5002,0.6404,399.17,1.3572,1.1715,3.8011,518.99,13.0616,1.0522,19.1605,5.9486,9.6458,0.64,
12 Dec 1984,59.88,0.4852,0.4040,0.5746,119.75,1.4993,0.6414,399.08,1.3572,1.1715,3.8006,518.99,13.1489,1.0531,19.1557,5.9486,9.6453,0.64,
13 Dec 1984,59.89,0.4853,0.4053,0.5727,119.77,1.4986,0.6401,399.30,1.3574,1.1722,3.8009,519.10,13.1516,1.0546,19.1694,5.9498,9.6429,0.64,
14 Dec 1984,59.86,0.4840,0.4071,0.5743,119.65,1.5024,0.6380,398.38,1.3538,1.1693,3.7907,517.71,13.1164,1.0534,19.1325,5.9338,9.6210,0.63,
17 Dec 1984,59.84,0.4842,0.4048,0.5754,119.75,1.4957,0.6377,398.84,1.3544,1.1689,3.7923,517.92,13.1218,1.0539,19.1453,5.9363,9.6123,0.63,
18 Dec 1984,59.74,0.4826,0.4055,0.5759,119.35,1.4912,0.6371,397.42,1.3499,1.1645,3.7792,516.21,13.0785,1.0497,19.0772,5.9167,9.5801,0.63,
19 Dec 1984,59.80,0.4834,0.4062,0.5778,119.09,1.4889,0.6357,397.79,1.3521,1.1674,3.7850,517.06,13.1001,1.0528,19.1088,5.9265,9.5907,0.63,
20 Dec 1984,59.66,0.4800,0.4096,0.5764,118.78,1.4902,0.6322,395.42,1.3426,1.1602,3.7579,513.43,13.0080,1.0442,18.9744,5.8848,9.5150,0.63,
21 Dec 1984,59.62,0.4793,0.4093,0.5765,118.73,1.4955,0.6316,395.33,1.3407,1.1570,3.7515,512.68,12.9890,1.0410,18.9467,5.8762,9.5012,0.63,
24 Dec 1984,59.67,0.4805,0.4082,0.5760,118.83,1.4925,0.6319,396.41,1.3440,1.1614,3.7849,513.96,13.0216,1.0456,18.9846,5.9198,9.5250,0.63,
27 Dec 1984,59.69,0.4801,0.4100,0.5754,118.92,1.4979,0.6295,396.56,1.3429,1.1633,3.7568,513.53,13.0347,1.0457,18.9736,5.9436,9.4988,0.63,
28 Dec 1984,59.61,0.4770,0.4112,0.5765,119.25,1.5021,0.6293,394.48,1.3369,1.1572,3.7306,510.22,12.9506,1.0380,18.8606,5.9053,9.4255,0.62,
31 Dec 1984,,,,,,,,,,,,,,,,,,,
03 Jan 1985,59.53,0.4722,0.4124,0.5817,118.92,1.5002,0.6243,390.93,1.3300,1.1602,3.6917,509.74,12.8675,1.0386,18.6566,5.8458,9.2943,0.63,
04 Jan 1985,59.57,0.4735,0.4108,0.5810,119.33,1.4935,0.6241,392.25,1.3337,1.1629,3.7023,511.14,12.9029,1.0415,18.7033,5.8619,9.3199,0.63,
07 Jan 1985,59.56,0.4718,0.4103,0.5832,119.58,1.4935,0.6212,391.22,1.3289,1.1644,3.6838,509.31,12.8566,1.0408,18.6267,5.9117,9.2864,0.63,
08 Jan 1985,59.67,0.4732,0.4106,0.5823,120.31,1.4866,0.6241,392.85,1.3329,1.1676,3.6933,510.82,12.9184,1.0410,18.6772,5.9434,9.3140,0.63,
09 Jan 1985,59.50,0.4705,0.4124,0.5813,119.61,1.4901,0.6225,390.14,1.3253,1.1645,3.6713,507.90,12.8447,1.0351,18.5612,5.9189,9.1277,0.63,
10 Jan 1985,59.48,0.4715,0.4118,0.5792,119.90,1.4834,0.6235,391.44,1.3281,1.1670,3.6753,508.98,12.8720,1.0373,18.5912,5.9503,9.1471,0.63,
11 Jan 1985,59.50,0.4723,0.4174,0.5759,119.47,1.4819,0.6230,391.63,1.3303,1.1713,3.6816,509.85,12.8938,1.0374,18.6133,5.9604,9.1050,0.63,
14 Jan 1985,59.40,0.4695,0.4192,0.5737,119.35,1.4879,0.6215,389.78,1.3224,1.1712,3.6640,506.83,12.8174,1.0343,18.4889,5.9298,9.0510,0.62,
15 Jan 1985,59.41,0.4682,0.4205,0.5748,119.47,1.4955,0.6224,389.17,1.3188,1.1675,3.6538,505.42,12.8380,1.0307,18.4330,5.9461,9.0260,0.62,
16 Jan 1985,59.45,0.4695,0.4192,0.5746,119.56,1.4963,0.6224,390.72,1.3224,1.1705,3.6616,506.83,12.8737,1.0329,18.4795,5.9486,9.0510,0.62,
17 Jan 1985,59.45,0.4695,0.4199,0.5742,119.61,1.4954,0.6239,390.44,1.3224,1.1707,3.6607,506.83,12.8408,1.0327,18.4701,5.9486,8.8736,0.62,
18 Jan 1985,59.41,0.4700,0.4178,0.5751,119.24,1.4908,0.6241,390.66,1.3238,1.1715,3.6651,507.37,12.8545,1.0331,18.4804,5.9549,8.8487,0.63,
21 Jan 1985,,,,,,,,,,,,,,,,,,,
22 Jan 1985,59.43,0.4708,0.4183,0.5766,119.21,1.4908,0.6217,390.81,1.3261,1.1718,3.6713,508.23,12.8670,1.0343,18.4836,5.9509,8.5803,0.63,
23 Jan 1985,59.38,0.4692,0.4174,0.5787,119.12,1.4888,0.6212,389.48,1.3216,1.1662,3.6579,506.50,12.8232,1.0332,18.4114,5.9307,8.5512,0.62,
24 Jan 1985,59.33,0.4685,0.4202,0.5767,119.00,1.4861,0.6217,389.23,1.3196,1.1647,3.6524,505.75,12.8228,1.0321,18.3746,5.9500,8.5712,0.62,
25 Jan 1985,59.33,0.4695,0.4192,0.5760,118.97,1.4822,0.6211,389.92,1.3224,1.1662,3.6598,506.83,12.8502,1.0329,18.4044,5.9627,8.6083,0.62,
28 Jan 1985,59.31,0.4683,0.4228,0.5751,118.86,1.4836,0.6212,388.83,1.3191,1.1635,3.6509,505.53,12.8174,1.0326,18.3433,5.9240,8.6092,0.62,
29 Jan 1985,59.37,0.4695,0.4198,0.5756,119.16,1.4832,0.6223,390.06,1.3224,1.1665,3.6602,506.83,12.8502,1.0352,18.3809,5.9392,8.6388,0.62,
30 Jan 1985,59.36,0.4690,0.4195,0.5754,119.13,1.4882,0.6236,389.55,1.3210,1.1683,3.6559,506.29,12.8506,1.0358,18.3520,5.9610,8.6296,0.62,
31 Jan 1985,59.42,0.4704,0.4154,0.5772,119.49,1.4870,0.6238,390.71,1.3250,1.1725,3.6682,507.80,12.8890,1.0391,18.4068,5.9600,8.6554,0.63,
01 Feb 1985,59.43,0.4693,0.4160,0.5776,119.67,1.4849,0.6231,390.08,1.3219,1.1709,3.6634,510.41,12.8729,1.0390,18.3778,5.9460,8.4943,0.63,
04 Feb 1985,59.43,0.4665,0.4163,0.5808,119.89,1.4877,0.6187,388.22,1.3140,1.1739,3.6429,507.37,12.8661,1.0403,18.2821,5.9479,8.5136,0.63,
05 Feb 1985,59.44,0.4637,0.4146,0.5851,120.33,1.4908,0.6165,386.35,1.3061,1.1746,3.6252,504.32,12.8677,1.0392,18.1863,5.9214,8.4672,0.63,
07 Feb 1985,59.43,0.4610,0.4140,0.5927,119.77,1.4884,0.6135,384.75,1.2985,1.1723,3.5967,501.38,12.8296,1.0412,18.0850,5.9054,8.4174,0.62,
08 Feb 1985,59.48,0.4585,0.4119,0.6026,119.37,1.4856,0.6139,382.89,1.2915,1.1687,3.5777,498.66,12.7692,1.0364,17.9778,5.8734,8.3516,0.62,
11 Feb 1985,59.41,0.4590,0.4148,0.5965,119.34,1.4913,0.6105,383.40,1.2929,1.1732,3.5820,499.21,12.8061,1.0403,17.9836,5.8982,8.3873,0.62,
12 Feb 1985,59.35,0.4560,0.4151,0.6012,119.02,1.4879,0.6080,381.12,1.2940,1.1655,3.5582,495.95,12.7680,1.0325,17.8706,5.8596,8.3083,0.62,
13 Feb 1985,59.35,0.4525,0.4151,0.6090,118.92,1.4874,0.6054,378.43,1.2937,1.1566,3.5286,492.14,12.7153,1.0236,17.7380,5.8599,8.2446,0.61,
14 Feb 1985,59.38,0.4525,0.4148,0.6110,118.49,1.4933,0.6083,378.70,1.2937,1.1564,3.5281,492.14,12.7153,1.0231,17.7516,5.8689,8.2473,0.61,
15 Feb 1985,59.34,0.4540,0.4146,0.6092,118.04,1.4932,0.6118,379.50,1.2928,1.1498,3.5407,493.77,12.7120,1.0170,17.8240,5.8884,8.2719,0.61,
18 Feb 1985,59.36,0.4585,0.4131,0.6101,117.08,1.4922,0.6046,382.80,1.3017,1.1675,3.5754,498.66,12.8380,1.0328,18.0030,5.9101,8.3786,0.62,
19 Feb 1985,59.23,0.4523,0.4131,0.6180,117.28,1.4865,0.5974,378.53,1.2802,1.1579,3.5261,491.92,12.6644,1.0245,17.7618,5.8618,8.2653,0.61,
20 Feb 1985,59.11,0.4430,0.4044,0.6505,115.36,1.4699,0.5976,371.19,1.2539,1.1341,3.4532,481.81,12.4040,1.0012,17.3966,5.7501,8.0896,0.60,
21 Feb 1985,59.11,0.4430,0.4059,0.6409,115.54,1.4752,0.6112,371.63,1.2539,1.1363,3.4474,481.81,12.4040,1.0034,17.3966,5.7634,8.0923,0.60,
22 Feb 1985,59.28,0.4470,0.4108,0.6275,116.67,1.4975,0.6147,375.44,1.2703,1.1492,3.4866,486.16,12.5160,1.0169,17.5537,5.8155,8.1738,0.60,
25 Feb 1985,59.27,0.4420,0.4110,0.6356,116.16,1.4993,0.6174,372.12,1.2598,1.1390,3.4489,480.72,12.5307,1.0069,17.3573,5.7902,8.0939,0.60,
26 Feb 1985,59.14,0.4395,0.4160,0.6338,115.37,1.5132,0.6167,370.89,1.2564,1.1339,3.4299,478.00,12.4598,0.9999,17.2855,5.8102,8.0248,0.59,
27 Feb 1985,59.06,0.4450,0.4128,0.6263,115.61,1.5086,0.6164,375.49,1.2722,1.1392,3.4732,483.98,12.5490,1.0013,17.5019,5.7850,8.1533,0.60,
28 Feb 1985,59.04,0.4470,0.4078,0.6272,115.55,1.4841,0.6150,376.73,1.2702,1.1546,3.4870,486.16,12.5607,1.0111,17.5805,5.7797,8.2065,0.60,
01 Mar 1985,58.95,0.4450,0.4130,0.6303,115.48,1.4885,0.5971,375.49,1.2709,1.1517,3.4723,488.89,12.5401,1.0119,17.5286,5.7539,8.1577,0.60,
04 Mar 1985,57.95,0.4370,0.4046,0.6119,113.54,1.4627,0.6047,369.18,1.2480,1.1362,3.4099,480.10,12.3147,0.9942,17.2178,5.7160,8.0338,0.59,
05 Mar 1985,57.60,0.4310,0.4007,0.6030,112.02,1.4560,0.6306,364.37,1.2346,1.1197,3.3631,473.51,12.1758,0.9822,16.9900,5.6677,7.9317,0.58,
06 Mar 1985,62.78,0.4670,0.4412,0.6795,121.82,1.6030,0.6533,395.74,1.3457,1.2147,3.6449,513.06,13.2535,1.0655,18.4185,6.1457,8.5919,0.63,
07 Mar 1985,61.73,0.4620,0.4298,0.6706,120.12,1.5602,0.6291,391.50,1.3246,1.2017,3.6059,507.57,13.0838,1.0517,18.2213,6.0337,8.5036,0.62,
08 Mar 1985,61.22,0.4550,0.4272,0.6609,118.89,1.5529,0.6442,385.61,1.3085,1.1835,3.5504,499.88,12.9129,1.0360,17.9452,5.9423,8.4039,0.61,
11 Mar 1985,61.31,0.4570,0.4255,0.6585,119.03,1.5501,0.6575,387.26,1.3142,1.1871,3.5664,502.07,12.9697,1.0351,18.0241,5.9593,8.5171,0.62,
12 Mar 1985,61.51,0.4660,0.4254,0.6603,120.63,1.5502,0.6170,394.42,1.3307,1.2046,3.6357,511.96,13.1179,1.0564,18.3930,6.0207,8.7757,0.63,
